ID;SID;x;y;z
870;108;18.00;101.25;111.60
871;108;18.00;101.75;111.65
872;108;18.00;101.75;111.60
873;109;17.50;100.75;111.65
874;109;17.50;100.75;111.60
875;109;17.50;101.25;111.65
876;109;17.50;101.25;111.60
877;109;18.00;100.75;111.65
878;109;18.00;100.75;111.60
879;109;18.00;101.25;111.65
880;109;18.00;101.25;111.60
881;110;18.00;100.75;111.65
882;110;18.00;100.75;111.60
883;110;18.00;101.25;111.65
884;110;18.00;101.25;111.60
885;110;18.50;100.75;111.65
886;110;18.50;100.75;111.60
887;110;18.50;101.25;111.65
888;110;18.50;101.25;111.60
889;111;18.00;101.25;111.65
890;111;18.00;101.25;111.60
891;111;18.00;101.75;111.65
892;111;18.00;101.75;111.60
893;111;18.50;101.25;111.65
894;111;18.50;101.25;111.60
895;111;18.50;101.75;111.65
896;111;18.50;101.75;111.60
897;117;16.00;101.75;111.60
898;117;16.00;101.75;111.55
899;117;16.00;102.25;111.60
900;117;16.00;102.25;111.55
901;117;16.50;101.75;111.60
902;117;16.50;101.75;111.55
903;117;16.50;102.25;111.60
904;117;16.50;102.25;111.55
905;118;16.00;102.25;111.60
906;118;16.00;102.25;111.55
907;118;16.00;102.75;111.60
908;118;16.00;102.75;111.55
909;118;16.50;102.25;111.60
910;118;16.50;102.25;111.55
911;118;16.50;102.75;111.60
912;118;16.50;102.75;111.55
913;119;16.50;102.25;111.60
914;119;16.50;102.25;111.55
915;119;16.50;102.75;111.60
916;119;16.50;102.75;111.55
917;119;17.00;102.25;111.60
918;119;17.00;102.25;111.55
919;119;17.00;102.75;111.60
920;119;17.00;102.75;111.55
921;120;16.50;101.75;111.60
922;120;16.50;101.75;111.55
923;120;16.50;102.25;111.60
924;120;16.50;102.25;111.55
925;120;17.00;101.75;111.60
926;120;17.00;101.75;111.55
927;120;17.00;102.25;111.60
928;120;17.00;102.25;111.55
929;127;17.00;101.75;111.60
930;127;17.00;101.75;111.55
931;127;17.00;102.25;111.60
932;127;17.00;102.25;111.55
933;127;17.50;101.75;111.60
934;127;17.50;101.75;111.55
935;127;17.50;102.25;111.60
936;127;17.50;102.25;111.55
937;113;16.00;100.75;111.60
938;113;16.00;100.75;111.55
939;113;16.00;101.25;111.60
940;113;16.00;101.25;111.55
941;113;16.50;100.75;111.60
942;113;16.50;100.75;111.55
943;113;16.50;101.25;111.60
944;113;16.50;101.25;111.55
945;114;16.00;101.25;111.60
946;114;16.00;101.25;111.55
947;114;16.00;101.75;111.60
948;114;16.00;101.75;111.55
949;114;16.50;101.25;111.60
950;114;16.50;101.25;111.55
951;114;16.50;101.75;111.60
952;114;16.50;101.75;111.55
953;115;16.50;101.25;111.60
954;115;16.50;101.25;111.55
955;115;16.50;101.75;111.60
956;115;16.50;101.75;111.55
957;115;17.00;101.25;111.60
958;115;17.00;101.25;111.55
959;115;17.00;101.75;111.60
960;115;17.00;101.75;111.55
961;116;16.50;100.75;111.60
962;116;16.50;100.75;111.55
963;116;16.50;101.25;111.60
964;116;16.50;101.25;111.55
965;116;17.00;100.75;111.60
966;116;17.00;100.75;111.55
967;116;17.00;101.25;111.60
968;116;17.00;101.25;111.55
969;121;17.00;100.75;111.60
970;121;17.00;100.75;111.55
971;121;17.00;101.25;111.60
972;121;17.00;101.25;111.55
973;121;17.50;100.75;111.60
974;121;17.50;100.75;111.55
975;121;17.50;101.25;111.60
976;121;17.50;101.25;111.55
977;122;17.00;101.25;111.60
978;122;17.00;101.25;111.55
979;122;17.00;101.75;111.60
980;122;17.00;101.75;111.55
981;122;17.50;101.25;111.60
982;122;17.50;101.25;111.55
983;122;17.50;101.75;111.60
984;122;17.50;101.75;111.55
985;123;17.50;101.25;111.60
986;123;17.50;101.25;111.55
987;123;17.50;101.75;111.60
988;123;17.50;101.75;111.55
989;123;18.00;101.25;111.60
990;123;18.00;101.25;111.55
991;123;18.00;101.75;111.60
992;123;18.00;101.75;111.55
993;124;17.50;100.75;111.60
994;124;17.50;100.75;111.55
995;124;17.50;101.25;111.60
996;124;17.50;101.25;111.55
997;124;18.00;100.75;111.60
998;124;18.00;100.75;111.55
999;124;18.00;101.25;111.60
1000;124;18.00;101.25;111.55
1001;125;18.00;100.75;111.60
1002;125;18.00;100.75;111.55
1003;125;18.00;101.25;111.60
1004;125;18.00;101.25;111.55
1005;125;18.50;100.75;111.60
1006;125;18.50;100.75;111.55
1007;125;18.50;101.25;111.60
1008;125;18.50;101.25;111.55
1009;126;18.00;101.25;111.60
1010;126;18.00;101.25;111.55
1011;126;18.00;101.75;111.60
1012;126;18.00;101.75;111.55
1013;126;18.50;101.25;111.60
1014;126;18.50;101.25;111.55
1015;126;18.50;101.75;111.60
1016;126;18.50;101.75;111.55
1017;130;16.50;102.25;111.55
1018;130;16.50;102.25;111.50
1019;130;16.50;102.75;111.55
1020;130;16.50;102.75;111.50
1021;130;17.00;102.25;111.55
1022;130;17.00;102.25;111.50
1023;130;17.00;102.75;111.55
1024;130;17.00;102.75;111.50
1025;131;16.50;101.75;111.55
1026;131;16.50;101.75;111.50
1027;131;16.50;102.25;111.55
1028;131;16.50;102.25;111.50
1029;131;17.00;101.75;111.55
1030;131;17.00;101.75;111.50
1031;131;17.00;102.25;111.55
1032;131;17.00;102.25;111.50
1033;140;17.00;101.75;111.55
1034;140;17.00;101.75;111.50
1035;140;17.00;102.25;111.55
1036;140;17.00;102.25;111.50
1037;140;17.50;101.75;111.55
1038;140;17.50;101.75;111.50
1039;140;17.50;102.25;111.55
1040;140;17.50;102.25;111.50
1041;128;16.50;101.25;111.55
1042;128;16.50;101.25;111.50
1043;128;16.50;101.75;111.55
1044;128;16.50;101.75;111.50
1045;128;17.00;101.25;111.55
1046;128;17.00;101.25;111.50
1047;128;17.00;101.75;111.55
1048;128;17.00;101.75;111.50
1049;129;16.50;100.75;111.55
1050;129;16.50;100.75;111.50
1051;129;16.50;101.25;111.55
1052;129;16.50;101.25;111.50
1053;129;17.00;100.75;111.55
1054;129;17.00;100.75;111.50
1055;129;17.00;101.25;111.55
1056;129;17.00;101.25;111.50
1057;132;17.00;100.75;111.55
1058;132;17.00;100.75;111.50
1059;132;17.00;101.25;111.55
1060;132;17.00;101.25;111.50
1061;132;17.50;100.75;111.55
1062;132;17.50;100.75;111.50
1063;132;17.50;101.25;111.55
1064;132;17.50;101.25;111.50
1065;133;17.00;101.25;111.55
1066;133;17.00;101.25;111.50
1067;133;17.00;101.75;111.55
1068;133;17.00;101.75;111.50
1069;133;17.50;101.25;111.55
1070;133;17.50;101.25;111.50
1071;133;17.50;101.75;111.55
1072;133;17.50;101.75;111.50
1073;134;17.50;101.25;111.55
1074;134;17.50;101.25;111.50
1075;134;17.50;101.75;111.55
1076;134;17.50;101.75;111.50
1077;134;18.00;101.25;111.55
1078;134;18.00;101.25;111.50
1079;134;18.00;101.75;111.55
1080;134;18.00;101.75;111.50
1081;135;17.50;100.75;111.55
1082;135;17.50;100.75;111.50
1083;135;17.50;101.25;111.55
1084;135;17.50;101.25;111.50
1085;135;18.00;100.75;111.55
1086;135;18.00;100.75;111.50
1087;135;18.00;101.25;111.55
1088;135;18.00;101.25;111.50
1089;136;18.00;100.75;111.55
1090;136;18.00;100.75;111.50
1091;136;18.00;101.25;111.55
1092;136;18.00;101.25;111.50
1093;136;18.50;100.75;111.55
1094;136;18.50;100.75;111.50
1095;136;18.50;101.25;111.55
1096;136;18.50;101.25;111.50
1097;137;18.00;101.25;111.55
1098;137;18.00;101.25;111.50
1099;137;18.00;101.75;111.55
1100;137;18.00;101.75;111.50
1101;137;18.50;101.25;111.55
1102;137;18.50;101.25;111.50
1103;137;18.50;101.75;111.55
1104;137;18.50;101.75;111.50
1105;138;18.50;101.25;111.55
1106;138;18.50;101.25;111.50
1107;138;18.50;101.75;111.55
1108;138;18.50;101.75;111.50
1109;138;19.00;101.25;111.55
1110;138;19.00;101.25;111.50
1111;138;19.00;101.75;111.55
1112;138;19.00;101.75;111.50
1113;139;18.50;100.75;111.55
1114;139;18.50;100.75;111.50
1115;139;18.50;101.25;111.55
1116;139;18.50;101.25;111.50
1117;139;19.00;100.75;111.55
1118;139;19.00;100.75;111.50
1119;139;19.00;101.25;111.55
1120;139;19.00;101.25;111.50
1121;143;16.50;102.25;111.50
1122;143;16.50;102.25;111.45
1123;143;16.50;102.75;111.50
1124;143;16.50;102.75;111.45
1125;143;17.00;102.25;111.50
1126;143;17.00;102.25;111.45
1127;143;17.00;102.75;111.50
1128;143;17.00;102.75;111.45
1129;144;16.50;101.75;111.50
1130;144;16.50;101.75;111.45
1131;144;16.50;102.25;111.50
1132;144;16.50;102.25;111.45
1133;144;17.00;101.75;111.50
1134;144;17.00;101.75;111.45
1135;144;17.00;102.25;111.50
1136;144;17.00;102.25;111.45
1137;153;17.00;101.75;111.50
1138;153;17.00;101.75;111.45
1139;153;17.00;102.25;111.50
1140;153;17.00;102.25;111.45
1141;153;17.50;101.75;111.50
1142;153;17.50;101.75;111.45
1143;153;17.50;102.25;111.50
1144;153;17.50;102.25;111.45
1145;141;16.50;101.25;111.50
1146;141;16.50;101.25;111.45
1147;141;16.50;101.75;111.50
1148;141;16.50;101.75;111.45
1149;141;17.00;101.25;111.50
1150;141;17.00;101.25;111.45
1151;141;17.00;101.75;111.50
1152;141;17.00;101.75;111.45
1153;142;16.50;100.75;111.50
1154;142;16.50;100.75;111.45
1155;142;16.50;101.25;111.50
1156;142;16.50;101.25;111.45
1157;142;17.00;100.75;111.50
1158;142;17.00;100.75;111.45
1159;142;17.00;101.25;111.50
1160;142;17.00;101.25;111.45
1161;145;17.00;100.75;111.50
1162;145;17.00;100.75;111.45
1163;145;17.00;101.25;111.50
1164;145;17.00;101.25;111.45
1165;145;17.50;100.75;111.50
1166;145;17.50;100.75;111.45
1167;145;17.50;101.25;111.50
1168;145;17.50;101.25;111.45
1169;146;17.00;101.25;111.50
1170;146;17.00;101.25;111.45
1171;146;17.00;101.75;111.50
1172;146;17.00;101.75;111.45
1173;146;17.50;101.25;111.50
1174;146;17.50;101.25;111.45
1175;146;17.50;101.75;111.50
1176;146;17.50;101.75;111.45
1177;147;17.50;101.25;111.50
1178;147;17.50;101.25;111.45
1179;147;17.50;101.75;111.50
1180;147;17.50;101.75;111.45
1181;147;18.00;101.25;111.50
1182;147;18.00;101.25;111.45
1183;147;18.00;101.75;111.50
1184;147;18.00;101.75;111.45
1185;148;17.50;100.75;111.50
1186;148;17.50;100.75;111.45
1187;148;17.50;101.25;111.50
1188;148;17.50;101.25;111.45
1189;148;18.00;100.75;111.50
1190;148;18.00;100.75;111.45
1191;148;18.00;101.25;111.50
1192;148;18.00;101.25;111.45
1193;149;18.00;100.75;111.50
1194;149;18.00;100.75;111.45
1195;149;18.00;101.25;111.50
1196;149;18.00;101.25;111.45
1197;149;18.50;100.75;111.50
1198;149;18.50;100.75;111.45
1199;149;18.50;101.25;111.50
1200;149;18.50;101.25;111.45
1201;150;18.00;101.25;111.50
1202;150;18.00;101.25;111.45
1203;150;18.00;101.75;111.50
1204;150;18.00;101.75;111.45
1205;150;18.50;101.25;111.50
1206;150;18.50;101.25;111.45
1207;150;18.50;101.75;111.50
1208;150;18.50;101.75;111.45
1209;151;18.50;101.25;111.50
1210;151;18.50;101.25;111.45
1211;151;18.50;101.75;111.50
1212;151;18.50;101.75;111.45
1213;151;19.00;101.25;111.50
1214;151;19.00;101.25;111.45
1215;151;19.00;101.75;111.50
1216;151;19.00;101.75;111.45
1217;152;18.50;100.75;111.50
1218;152;18.50;100.75;111.45
1219;152;18.50;101.25;111.50
1220;152;18.50;101.25;111.45
1221;152;19.00;100.75;111.50
1222;152;19.00;100.75;111.45
1223;152;19.00;101.25;111.50
1224;152;19.00;101.25;111.45
1225;156;16.50;102.25;111.45
1226;156;16.50;102.25;111.40
1227;156;16.50;102.75;111.45
1228;156;16.50;102.75;111.40
1229;156;17.00;102.25;111.45
1230;156;17.00;102.25;111.40
1231;156;17.00;102.75;111.45
1232;156;17.00;102.75;111.40
1233;157;16.50;101.75;111.45
1234;157;16.50;101.75;111.40
1235;157;16.50;102.25;111.45
1236;157;16.50;102.25;111.40
1237;157;17.00;101.75;111.45
1238;157;17.00;101.75;111.40
1239;157;17.00;102.25;111.45
1240;157;17.00;102.25;111.40
1241;166;17.00;101.75;111.45
1242;166;17.00;101.75;111.40
1243;166;17.00;102.25;111.45
1244;166;17.00;102.25;111.40
1245;166;17.50;101.75;111.45
1246;166;17.50;101.75;111.40
1247;166;17.50;102.25;111.45
1248;166;17.50;102.25;111.40
1249;154;16.50;101.25;111.45
1250;154;16.50;101.25;111.40
1251;154;16.50;101.75;111.45
1252;154;16.50;101.75;111.40
1253;154;17.00;101.25;111.45
1254;154;17.00;101.25;111.40
1255;154;17.00;101.75;111.45
1256;154;17.00;101.75;111.40
1257;155;16.50;100.75;111.45
1258;155;16.50;100.75;111.40
1259;155;16.50;101.25;111.45
1260;155;16.50;101.25;111.40
1261;155;17.00;100.75;111.45
1262;155;17.00;100.75;111.40
1263;155;17.00;101.25;111.45
1264;155;17.00;101.25;111.40
1265;158;17.00;100.75;111.45
1266;158;17.00;100.75;111.40
1267;158;17.00;101.25;111.45
1268;158;17.00;101.25;111.40
1269;158;17.50;100.75;111.45
1270;158;17.50;100.75;111.40
1271;158;17.50;101.25;111.45
1272;158;17.50;101.25;111.40
1273;159;17.00;101.25;111.45
1274;159;17.00;101.25;111.40
1275;159;17.00;101.75;111.45
1276;159;17.00;101.75;111.40
1277;159;17.50;101.25;111.45
1278;159;17.50;101.25;111.40
1279;159;17.50;101.75;111.45
1280;159;17.50;101.75;111.40
1281;160;17.50;101.25;111.45
1282;160;17.50;101.25;111.40
1283;160;17.50;101.75;111.45
1284;160;17.50;101.75;111.40
1285;160;18.00;101.25;111.45
1286;160;18.00;101.25;111.40
1287;160;18.00;101.75;111.45
1288;160;18.00;101.75;111.40
1289;161;17.50;100.75;111.45
1290;161;17.50;100.75;111.40
1291;161;17.50;101.25;111.45
1292;161;17.50;101.25;111.40
1293;161;18.00;100.75;111.45
1294;161;18.00;100.75;111.40
1295;161;18.00;101.25;111.45
1296;161;18.00;101.25;111.40
1297;162;18.00;100.75;111.45
1298;162;18.00;100.75;111.40
1299;162;18.00;101.25;111.45
1300;162;18.00;101.25;111.40
1301;162;18.50;100.75;111.45
1302;162;18.50;100.75;111.40
1303;162;18.50;101.25;111.45
1304;162;18.50;101.25;111.40
1305;163;18.00;101.25;111.45
1306;163;18.00;101.25;111.40
1307;163;18.00;101.75;111.45
1308;163;18.00;101.75;111.40
1309;163;18.50;101.25;111.45
1310;163;18.50;101.25;111.40
1311;163;18.50;101.75;111.45
1312;163;18.50;101.75;111.40
1313;164;18.50;101.25;111.45
1314;164;18.50;101.25;111.40
1315;164;18.50;101.75;111.45
1316;164;18.50;101.75;111.40
1317;164;19.00;101.25;111.45
1318;164;19.00;101.25;111.40
1319;164;19.00;101.75;111.45
1320;164;19.00;101.75;111.40
1321;165;18.50;100.75;111.45
1322;165;18.50;100.75;111.40
1323;165;18.50;101.25;111.45
1324;165;18.50;101.25;111.40
1325;165;19.00;100.75;111.45
1326;165;19.00;100.75;111.40
1327;165;19.00;101.25;111.45
1328;165;19.00;101.25;111.40
1329;169;16.50;102.25;111.40
1330;169;16.50;102.25;111.35
1331;169;16.50;102.75;111.40
1332;169;16.50;102.75;111.35
1333;169;17.00;102.25;111.40
1334;169;17.00;102.25;111.35
1335;169;17.00;102.75;111.40
1336;169;17.00;102.75;111.35
1337;170;16.50;101.75;111.40
1338;170;16.50;101.75;111.35
1339;170;16.50;102.25;111.40
1340;170;16.50;102.25;111.35
1341;170;17.00;101.75;111.40
1342;170;17.00;101.75;111.35
1343;170;17.00;102.25;111.40
1344;170;17.00;102.25;111.35
1345;179;17.00;101.75;111.40
1346;179;17.00;101.75;111.35
1347;179;17.00;102.25;111.40
1348;179;17.00;102.25;111.35
1349;179;17.50;101.75;111.40
1350;179;17.50;101.75;111.35
1351;179;17.50;102.25;111.40
1352;179;17.50;102.25;111.35
1353;167;16.50;101.25;111.40
1354;167;16.50;101.25;111.35
1355;167;16.50;101.75;111.40
1356;167;16.50;101.75;111.35
1357;167;17.00;101.25;111.40
1358;167;17.00;101.25;111.35
1359;167;17.00;101.75;111.40
1360;167;17.00;101.75;111.35
1361;168;16.50;100.75;111.40
1362;168;16.50;100.75;111.35
1363;168;16.50;101.25;111.40
1364;168;16.50;101.25;111.35
1365;168;17.00;100.75;111.40
1366;168;17.00;100.75;111.35
1367;168;17.00;101.25;111.40
1368;168;17.00;101.25;111.35
1369;171;17.00;100.75;111.40
1370;171;17.00;100.75;111.35
1371;171;17.00;101.25;111.40
1372;171;17.00;101.25;111.35
1373;171;17.50;100.75;111.40
1374;171;17.50;100.75;111.35
1375;171;17.50;101.25;111.40
1376;171;17.50;101.25;111.35
1377;172;17.00;101.25;111.40
1378;172;17.00;101.25;111.35
1379;172;17.00;101.75;111.40
1380;172;17.00;101.75;111.35
1381;172;17.50;101.25;111.40
1382;172;17.50;101.25;111.35
1383;172;17.50;101.75;111.40
1384;172;17.50;101.75;111.35
1385;173;17.50;101.25;111.40
1386;173;17.50;101.25;111.35
1387;173;17.50;101.75;111.40
1388;173;17.50;101.75;111.35
1389;173;18.00;101.25;111.40
1390;173;18.00;101.25;111.35
1391;173;18.00;101.75;111.40
1392;173;18.00;101.75;111.35
1393;174;17.50;100.75;111.40
1394;174;17.50;100.75;111.35
1395;174;17.50;101.25;111.40
1396;174;17.50;101.25;111.35
1397;174;18.00;100.75;111.40
1398;174;18.00;100.75;111.35
1399;174;18.00;101.25;111.40
1400;174;18.00;101.25;111.35
1401;175;18.00;100.75;111.40
1402;175;18.00;100.75;111.35
1403;175;18.00;101.25;111.40
1404;175;18.00;101.25;111.35
1405;175;18.50;100.75;111.40
1406;175;18.50;100.75;111.35
1407;175;18.50;101.25;111.40
1408;175;18.50;101.25;111.35
1409;176;18.00;101.25;111.40
1410;176;18.00;101.25;111.35
1411;176;18.00;101.75;111.40
1412;176;18.00;101.75;111.35
1413;176;18.50;101.25;111.40
1414;176;18.50;101.25;111.35
1415;176;18.50;101.75;111.40
1416;176;18.50;101.75;111.35
1417;177;18.50;101.25;111.40
1418;177;18.50;101.25;111.35
1419;177;18.50;101.75;111.40
1420;177;18.50;101.75;111.35
1421;177;19.00;101.25;111.40
1422;177;19.00;101.25;111.35
1423;177;19.00;101.75;111.40
1424;177;19.00;101.75;111.35
1425;178;18.50;100.75;111.40
1426;178;18.50;100.75;111.35
1427;178;18.50;101.25;111.40
1428;178;18.50;101.25;111.35
1429;178;19.00;100.75;111.40
1430;178;19.00;100.75;111.35
1431;178;19.00;101.25;111.40
1432;178;19.00;101.25;111.35
1433;182;16.50;102.25;111.35
1434;182;16.50;102.25;111.30
1435;182;16.50;102.75;111.35
1436;182;16.50;102.75;111.30
1437;182;17.00;102.25;111.35
1438;182;17.00;102.25;111.30
1439;182;17.00;102.75;111.35
1440;182;17.00;102.75;111.30
1441;183;16.50;101.75;111.35
1442;183;16.50;101.75;111.30
1443;183;16.50;102.25;111.35
1444;183;16.50;102.25;111.30
1445;183;17.00;101.75;111.35
1446;183;17.00;101.75;111.30
1447;183;17.00;102.25;111.35
1448;183;17.00;102.25;111.30
1449;192;17.00;101.75;111.35
1450;192;17.00;101.75;111.30
1451;192;17.00;102.25;111.35
1452;192;17.00;102.25;111.30
1453;192;17.50;101.75;111.35
1454;192;17.50;101.75;111.30
1455;192;17.50;102.25;111.35
1456;192;17.50;102.25;111.30
1457;180;16.50;101.25;111.35
1458;180;16.50;101.25;111.30
1459;180;16.50;101.75;111.35
1460;180;16.50;101.75;111.30
1461;180;17.00;101.25;111.35
1462;180;17.00;101.25;111.30
1463;180;17.00;101.75;111.35
1464;180;17.00;101.75;111.30
1465;181;16.50;100.75;111.35
1466;181;16.50;100.75;111.30
1467;181;16.50;101.25;111.35
1468;181;16.50;101.25;111.30
1469;181;17.00;100.75;111.35
1470;181;17.00;100.75;111.30
1471;181;17.00;101.25;111.35
1472;181;17.00;101.25;111.30
1473;184;17.00;100.75;111.35
1474;184;17.00;100.75;111.30
1475;184;17.00;101.25;111.35
1476;184;17.00;101.25;111.30
1477;184;17.50;100.75;111.35
1478;184;17.50;100.75;111.30
1479;184;17.50;101.25;111.35
1480;184;17.50;101.25;111.30
1481;185;17.00;101.25;111.35
1482;185;17.00;101.25;111.30
1483;185;17.00;101.75;111.35
1484;185;17.00;101.75;111.30
1485;185;17.50;101.25;111.35
1486;185;17.50;101.25;111.30
1487;185;17.50;101.75;111.35
1488;185;17.50;101.75;111.30
1489;186;17.50;101.25;111.35
1490;186;17.50;101.25;111.30
1491;186;17.50;101.75;111.35
1492;186;17.50;101.75;111.30
1493;186;18.00;101.25;111.35
1494;186;18.00;101.25;111.30
1495;186;18.00;101.75;111.35
1496;186;18.00;101.75;111.30
1497;187;17.50;100.75;111.35
1498;187;17.50;100.75;111.30
1499;187;17.50;101.25;111.35
1500;187;17.50;101.25;111.30
1501;187;18.00;100.75;111.35
1502;187;18.00;100.75;111.30
1503;187;18.00;101.25;111.35
1504;187;18.00;101.25;111.30
1505;188;18.00;100.75;111.35
1506;188;18.00;100.75;111.30
1507;188;18.00;101.25;111.35
1508;188;18.00;101.25;111.30
1509;188;18.50;100.75;111.35
1510;188;18.50;100.75;111.30
1511;188;18.50;101.25;111.35
1512;188;18.50;101.25;111.30
1513;189;18.00;101.25;111.35
1514;189;18.00;101.25;111.30
1515;189;18.00;101.75;111.35
1516;189;18.00;101.75;111.30
1517;189;18.50;101.25;111.35
1518;189;18.50;101.25;111.30
1519;189;18.50;101.75;111.35
1520;189;18.50;101.75;111.30
1521;190;18.50;101.25;111.35
1522;190;18.50;101.25;111.30
1523;190;18.50;101.75;111.35
1524;190;18.50;101.75;111.30
1525;190;19.00;101.25;111.35
1526;190;19.00;101.25;111.30
1527;190;19.00;101.75;111.35
1528;190;19.00;101.75;111.30
1529;191;18.50;100.75;111.35
1530;191;18.50;100.75;111.30
1531;191;18.50;101.25;111.35
1532;191;18.50;101.25;111.30
1533;191;19.00;100.75;111.35
1534;191;19.00;100.75;111.30
1535;191;19.00;101.25;111.35
1536;191;19.00;101.25;111.30
1537;195;16.50;102.25;111.30
1538;195;16.50;102.25;111.25
1539;195;16.50;102.75;111.30
1540;195;16.50;102.75;111.25
1541;195;17.00;102.25;111.30
1542;195;17.00;102.25;111.25
1543;195;17.00;102.75;111.30
1544;195;17.00;102.75;111.25
1545;196;16.50;101.75;111.30
1546;196;16.50;101.75;111.25
1547;196;16.50;102.25;111.30
1548;196;16.50;102.25;111.25
1549;196;17.00;101.75;111.30
1550;196;17.00;101.75;111.25
1551;196;17.00;102.25;111.30
1552;196;17.00;102.25;111.25
1553;205;17.00;101.75;111.30
1554;205;17.00;101.75;111.25
1555;205;17.00;102.25;111.30
1556;205;17.00;102.25;111.25
1557;205;17.50;101.75;111.30
1558;205;17.50;101.75;111.25
1559;205;17.50;102.25;111.30
1560;205;17.50;102.25;111.25
1561;193;16.50;101.25;111.30
1562;193;16.50;101.25;111.25
1563;193;16.50;101.75;111.30
1564;193;16.50;101.75;111.25
1565;193;17.00;101.25;111.30
1566;193;17.00;101.25;111.25
1567;193;17.00;101.75;111.30
1568;193;17.00;101.75;111.25
1569;194;16.50;100.75;111.30
1570;194;16.50;100.75;111.25
1571;194;16.50;101.25;111.30
1572;194;16.50;101.25;111.25
1573;194;17.00;100.75;111.30
1574;194;17.00;100.75;111.25
1575;194;17.00;101.25;111.30
1576;194;17.00;101.25;111.25
1577;197;17.00;100.75;111.30
1578;197;17.00;100.75;111.25
1579;197;17.00;101.25;111.30
1580;197;17.00;101.25;111.25
1581;197;17.50;100.75;111.30
1582;197;17.50;100.75;111.25
1583;197;17.50;101.25;111.30
1584;197;17.50;101.25;111.25
1585;198;17.00;101.25;111.30
1586;198;17.00;101.25;111.25
1587;198;17.00;101.75;111.30
1588;198;17.00;101.75;111.25
1589;198;17.50;101.25;111.30
1590;198;17.50;101.25;111.25
1591;198;17.50;101.75;111.30
1592;198;17.50;101.75;111.25
1593;199;17.50;101.25;111.30
1594;199;17.50;101.25;111.25
1595;199;17.50;101.75;111.30
1596;199;17.50;101.75;111.25
1597;199;18.00;101.25;111.30
1598;199;18.00;101.25;111.25
1599;199;18.00;101.75;111.30
1600;199;18.00;101.75;111.25
1601;200;17.50;100.75;111.30
1602;200;17.50;100.75;111.25
1603;200;17.50;101.25;111.30
1604;200;17.50;101.25;111.25
1605;200;18.00;100.75;111.30
1606;200;18.00;100.75;111.25
1607;200;18.00;101.25;111.30
1608;200;18.00;101.25;111.25
1609;201;18.00;100.75;111.30
1610;201;18.00;100.75;111.25
1611;201;18.00;101.25;111.30
1612;201;18.00;101.25;111.25
1613;201;18.50;100.75;111.30
1614;201;18.50;100.75;111.25
1615;201;18.50;101.25;111.30
1616;201;18.50;101.25;111.25
1617;202;18.00;101.25;111.30
1618;202;18.00;101.25;111.25
1619;202;18.00;101.75;111.30
1620;202;18.00;101.75;111.25
1621;202;18.50;101.25;111.30
1622;202;18.50;101.25;111.25
1623;202;18.50;101.75;111.30
1624;202;18.50;101.75;111.25
1625;203;18.50;101.25;111.30
1626;203;18.50;101.25;111.25
1627;203;18.50;101.75;111.30
1628;203;18.50;101.75;111.25
1629;203;19.00;101.25;111.30
1630;203;19.00;101.25;111.25
1631;203;19.00;101.75;111.30
1632;203;19.00;101.75;111.25
1633;204;18.50;100.75;111.30
1634;204;18.50;100.75;111.25
1635;204;18.50;101.25;111.30
1636;204;18.50;101.25;111.25
1637;204;19.00;100.75;111.30
1638;204;19.00;100.75;111.25
1639;204;19.00;101.25;111.30
1640;204;19.00;101.25;111.25
1641;208;16.50;102.25;111.25
1642;208;16.50;102.25;111.20
1643;208;16.50;102.75;111.25
1644;208;16.50;102.75;111.20
1645;208;17.00;102.25;111.25
1646;208;17.00;102.25;111.20
1647;208;17.00;102.75;111.25
1648;208;17.00;102.75;111.20
1649;209;16.50;101.75;111.25
1650;209;16.50;101.75;111.20
1651;209;16.50;102.25;111.25
1652;209;16.50;102.25;111.20
1653;209;17.00;101.75;111.25
1654;209;17.00;101.75;111.20
1655;209;17.00;102.25;111.25
1656;209;17.00;102.25;111.20
1657;218;17.00;101.75;111.25
1658;218;17.00;101.75;111.20
1659;218;17.00;102.25;111.25
1660;218;17.00;102.25;111.20
1661;218;17.50;101.75;111.25
1662;218;17.50;101.75;111.20
1663;218;17.50;102.25;111.25
1664;218;17.50;102.25;111.20
1665;206;16.50;101.25;111.25
1666;206;16.50;101.25;111.20
1667;206;16.50;101.75;111.25
1668;206;16.50;101.75;111.20
1669;206;17.00;101.25;111.25
1670;206;17.00;101.25;111.20
1671;206;17.00;101.75;111.25
1672;206;17.00;101.75;111.20
1673;207;16.50;100.75;111.25
1674;207;16.50;100.75;111.20
1675;207;16.50;101.25;111.25
1676;207;16.50;101.25;111.20
1677;207;17.00;100.75;111.25
1678;207;17.00;100.75;111.20
1679;207;17.00;101.25;111.25
1680;207;17.00;101.25;111.20
1681;210;17.00;100.75;111.25
1682;210;17.00;100.75;111.20
1683;210;17.00;101.25;111.25
1684;210;17.00;101.25;111.20
1685;210;17.50;100.75;111.25
1686;210;17.50;100.75;111.20
1687;210;17.50;101.25;111.25
1688;210;17.50;101.25;111.20
1689;211;17.00;101.25;111.25
1690;211;17.00;101.25;111.20
1691;211;17.00;101.75;111.25
1692;211;17.00;101.75;111.20
1693;211;17.50;101.25;111.25
1694;211;17.50;101.25;111.20
1695;211;17.50;101.75;111.25
1696;211;17.50;101.75;111.20
1697;212;17.50;101.25;111.25
1698;212;17.50;101.25;111.20
1699;212;17.50;101.75;111.25
