ID;SID;x;y;z
1700;212;17.50;101.75;111.20
1701;212;18.00;101.25;111.25
1702;212;18.00;101.25;111.20
1703;212;18.00;101.75;111.25
1704;212;18.00;101.75;111.20
1705;213;17.50;100.75;111.25
1706;213;17.50;100.75;111.20
1707;213;17.50;101.25;111.25
1708;213;17.50;101.25;111.20
1709;213;18.00;100.75;111.25
1710;213;18.00;100.75;111.20
1711;213;18.00;101.25;111.25
1712;213;18.00;101.25;111.20
1713;214;18.00;100.75;111.25
1714;214;18.00;100.75;111.20
1715;214;18.00;101.25;111.25
1716;214;18.00;101.25;111.20
1717;214;18.50;100.75;111.25
1718;214;18.50;100.75;111.20
1719;214;18.50;101.25;111.25
1720;214;18.50;101.25;111.20
1721;215;18.00;101.25;111.25
1722;215;18.00;101.25;111.20
1723;215;18.00;101.75;111.25
1724;215;18.00;101.75;111.20
1725;215;18.50;101.25;111.25
1726;215;18.50;101.25;111.20
1727;215;18.50;101.75;111.25
1728;215;18.50;101.75;111.20
1729;216;18.50;101.25;111.25
1730;216;18.50;101.25;111.20
1731;216;18.50;101.75;111.25
1732;216;18.50;101.75;111.20
1733;216;19.00;101.25;111.25
1734;216;19.00;101.25;111.20
1735;216;19.00;101.75;111.25
1736;216;19.00;101.75;111.20
1737;217;18.50;100.75;111.25
1738;217;18.50;100.75;111.20
1739;217;18.50;101.25;111.25
1740;217;18.50;101.25;111.20
1741;217;19.00;100.75;111.25
1742;217;19.00;100.75;111.20
1743;217;19.00;101.25;111.25
1744;217;19.00;101.25;111.20
1745;221;16.50;102.25;111.20
1746;221;16.50;102.25;111.15
1747;221;16.50;102.75;111.20
1748;221;16.50;102.75;111.15
1749;221;17.00;102.25;111.20
1750;221;17.00;102.25;111.15
1751;221;17.00;102.75;111.20
1752;221;17.00;102.75;111.15
1753;222;16.50;101.75;111.20
1754;222;16.50;101.75;111.15
1755;222;16.50;102.25;111.20
1756;222;16.50;102.25;111.15
1757;222;17.00;101.75;111.20
1758;222;17.00;101.75;111.15
1759;222;17.00;102.25;111.20
1760;222;17.00;102.25;111.15
1761;231;17.00;101.75;111.20
1762;231;17.00;101.75;111.15
1763;231;17.00;102.25;111.20
1764;231;17.00;102.25;111.15
1765;231;17.50;101.75;111.20
1766;231;17.50;101.75;111.15
1767;231;17.50;102.25;111.20
1768;231;17.50;102.25;111.15
1769;219;16.50;101.25;111.20
1770;219;16.50;101.25;111.15
1771;219;16.50;101.75;111.20
1772;219;16.50;101.75;111.15
1773;219;17.00;101.25;111.20
1774;219;17.00;101.25;111.15
1775;219;17.00;101.75;111.20
1776;219;17.00;101.75;111.15
1777;220;16.50;100.75;111.20
1778;220;16.50;100.75;111.15
1779;220;16.50;101.25;111.20
1780;220;16.50;101.25;111.15
1781;220;17.00;100.75;111.20
1782;220;17.00;100.75;111.15
1783;220;17.00;101.25;111.20
1784;220;17.00;101.25;111.15
1785;223;17.00;100.75;111.20
1786;223;17.00;100.75;111.15
1787;223;17.00;101.25;111.20
1788;223;17.00;101.25;111.15
1789;223;17.50;100.75;111.20
1790;223;17.50;100.75;111.15
1791;223;17.50;101.25;111.20
1792;223;17.50;101.25;111.15
1793;224;17.00;101.25;111.20
1794;224;17.00;101.25;111.15
1795;224;17.00;101.75;111.20
1796;224;17.00;101.75;111.15
1797;224;17.50;101.25;111.20
1798;224;17.50;101.25;111.15
1799;224;17.50;101.75;111.20
1800;224;17.50;101.75;111.15
1801;225;17.50;101.25;111.20
1802;225;17.50;101.25;111.15
1803;225;17.50;101.75;111.20
1804;225;17.50;101.75;111.15
1805;225;18.00;101.25;111.20
1806;225;18.00;101.25;111.15
1807;225;18.00;101.75;111.20
1808;225;18.00;101.75;111.15
1809;226;17.50;100.75;111.20
1810;226;17.50;100.75;111.15
1811;226;17.50;101.25;111.20
1812;226;17.50;101.25;111.15
1813;226;18.00;100.75;111.20
1814;226;18.00;100.75;111.15
1815;226;18.00;101.25;111.20
1816;226;18.00;101.25;111.15
1817;227;18.00;100.75;111.20
1818;227;18.00;100.75;111.15
1819;227;18.00;101.25;111.20
1820;227;18.00;101.25;111.15
1821;227;18.50;100.75;111.20
1822;227;18.50;100.75;111.15
1823;227;18.50;101.25;111.20
1824;227;18.50;101.25;111.15
1825;228;18.00;101.25;111.20
1826;228;18.00;101.25;111.15
1827;228;18.00;101.75;111.20
1828;228;18.00;101.75;111.15
1829;228;18.50;101.25;111.20
1830;228;18.50;101.25;111.15
1831;228;18.50;101.75;111.20
1832;228;18.50;101.75;111.15
1833;229;18.50;101.25;111.20
1834;229;18.50;101.25;111.15
1835;229;18.50;101.75;111.20
1836;229;18.50;101.75;111.15
1837;229;19.00;101.25;111.20
1838;229;19.00;101.25;111.15
1839;229;19.00;101.75;111.20
1840;229;19.00;101.75;111.15
1841;230;18.50;100.75;111.20
1842;230;18.50;100.75;111.15
1843;230;18.50;101.25;111.20
1844;230;18.50;101.25;111.15
1845;230;19.00;100.75;111.20
1846;230;19.00;100.75;111.15
1847;230;19.00;101.25;111.20
1848;230;19.00;101.25;111.15
1849;234;16.50;102.25;111.15
1850;234;16.50;102.25;111.10
1851;234;16.50;102.75;111.15
1852;234;16.50;102.75;111.10
1853;234;17.00;102.25;111.15
1854;234;17.00;102.25;111.10
1855;234;17.00;102.75;111.15
1856;234;17.00;102.75;111.10
1857;235;16.50;101.75;111.15
1858;235;16.50;101.75;111.10
1859;235;16.50;102.25;111.15
1860;235;16.50;102.25;111.10
1861;235;17.00;101.75;111.15
1862;235;17.00;101.75;111.10
1863;235;17.00;102.25;111.15
1864;235;17.00;102.25;111.10
1865;244;17.00;101.75;111.15
1866;244;17.00;101.75;111.10
1867;244;17.00;102.25;111.15
1868;244;17.00;102.25;111.10
1869;244;17.50;101.75;111.15
1870;244;17.50;101.75;111.10
1871;244;17.50;102.25;111.15
1872;244;17.50;102.25;111.10
1873;232;16.50;101.25;111.15
1874;232;16.50;101.25;111.10
1875;232;16.50;101.75;111.15
1876;232;16.50;101.75;111.10
1877;232;17.00;101.25;111.15
1878;232;17.00;101.25;111.10
1879;232;17.00;101.75;111.15
1880;232;17.00;101.75;111.10
1881;233;16.50;100.75;111.15
1882;233;16.50;100.75;111.10
1883;233;16.50;101.25;111.15
1884;233;16.50;101.25;111.10
1885;233;17.00;100.75;111.15
1886;233;17.00;100.75;111.10
1887;233;17.00;101.25;111.15
1888;233;17.00;101.25;111.10
1889;236;17.00;100.75;111.15
1890;236;17.00;100.75;111.10
1891;236;17.00;101.25;111.15
1892;236;17.00;101.25;111.10
1893;236;17.50;100.75;111.15
1894;236;17.50;100.75;111.10
1895;236;17.50;101.25;111.15
1896;236;17.50;101.25;111.10
1897;237;17.00;101.25;111.15
1898;237;17.00;101.25;111.10
1899;237;17.00;101.75;111.15
1900;237;17.00;101.75;111.10
1901;237;17.50;101.25;111.15
1902;237;17.50;101.25;111.10
1903;237;17.50;101.75;111.15
1904;237;17.50;101.75;111.10
1905;238;17.50;101.25;111.15
1906;238;17.50;101.25;111.10
1907;238;17.50;101.75;111.15
1908;238;17.50;101.75;111.10
1909;238;18.00;101.25;111.15
1910;238;18.00;101.25;111.10
1911;238;18.00;101.75;111.15
1912;238;18.00;101.75;111.10
1913;239;17.50;100.75;111.15
1914;239;17.50;100.75;111.10
1915;239;17.50;101.25;111.15
1916;239;17.50;101.25;111.10
1917;239;18.00;100.75;111.15
1918;239;18.00;100.75;111.10
1919;239;18.00;101.25;111.15
1920;239;18.00;101.25;111.10
1921;240;18.00;100.75;111.15
1922;240;18.00;100.75;111.10
1923;240;18.00;101.25;111.15
1924;240;18.00;101.25;111.10
1925;240;18.50;100.75;111.15
1926;240;18.50;100.75;111.10
1927;240;18.50;101.25;111.15
1928;240;18.50;101.25;111.10
1929;241;18.00;101.25;111.15
1930;241;18.00;101.25;111.10
1931;241;18.00;101.75;111.15
1932;241;18.00;101.75;111.10
1933;241;18.50;101.25;111.15
1934;241;18.50;101.25;111.10
1935;241;18.50;101.75;111.15
1936;241;18.50;101.75;111.10
1937;242;18.50;101.25;111.15
1938;242;18.50;101.25;111.10
1939;242;18.50;101.75;111.15
1940;242;18.50;101.75;111.10
1941;242;19.00;101.25;111.15
1942;242;19.00;101.25;111.10
1943;242;19.00;101.75;111.15
1944;242;19.00;101.75;111.10
1945;243;18.50;100.75;111.15
1946;243;18.50;100.75;111.10
1947;243;18.50;101.25;111.15
1948;243;18.50;101.25;111.10
1949;243;19.00;100.75;111.15
1950;243;19.00;100.75;111.10
1951;243;19.00;101.25;111.15
1952;243;19.00;101.25;111.10
1953;247;16.50;102.25;111.10
1954;247;16.50;102.25;111.05
1955;247;16.50;102.75;111.10
1956;247;16.50;102.75;111.05
1957;247;17.00;102.25;111.10
1958;247;17.00;102.25;111.05
1959;247;17.00;102.75;111.10
1960;247;17.00;102.75;111.05
1961;248;16.50;101.75;111.10
1962;248;16.50;101.75;111.05
1963;248;16.50;102.25;111.10
1964;248;16.50;102.25;111.05
1965;248;17.00;101.75;111.10
1966;248;17.00;101.75;111.05
1967;248;17.00;102.25;111.10
1968;248;17.00;102.25;111.05
1969;257;17.00;101.75;111.10
1970;257;17.00;101.75;111.05
1971;257;17.00;102.25;111.10
1972;257;17.00;102.25;111.05
1973;257;17.50;101.75;111.10
1974;257;17.50;101.75;111.05
1975;257;17.50;102.25;111.10
1976;257;17.50;102.25;111.05
1977;258;17.00;102.25;111.10
1978;258;17.00;102.25;111.05
1979;258;17.00;102.75;111.10
1980;258;17.00;102.75;111.05
1981;258;17.50;102.25;111.10
1982;258;17.50;102.25;111.05
1983;258;17.50;102.75;111.10
1984;258;17.50;102.75;111.05
1985;245;16.50;101.25;111.10
1986;245;16.50;101.25;111.05
1987;245;16.50;101.75;111.10
1988;245;16.50;101.75;111.05
1989;245;17.00;101.25;111.10
1990;245;17.00;101.25;111.05
1991;245;17.00;101.75;111.10
1992;245;17.00;101.75;111.05
1993;246;16.50;100.75;111.10
1994;246;16.50;100.75;111.05
1995;246;16.50;101.25;111.10
1996;246;16.50;101.25;111.05
1997;246;17.00;100.75;111.10
1998;246;17.00;100.75;111.05
1999;246;17.00;101.25;111.10
2000;246;17.00;101.25;111.05
2001;249;17.00;100.75;111.10
2002;249;17.00;100.75;111.05
2003;249;17.00;101.25;111.10
2004;249;17.00;101.25;111.05
2005;249;17.50;100.75;111.10
2006;249;17.50;100.75;111.05
2007;249;17.50;101.25;111.10
2008;249;17.50;101.25;111.05
2009;250;17.00;101.25;111.10
2010;250;17.00;101.25;111.05
2011;250;17.00;101.75;111.10
2012;250;17.00;101.75;111.05
2013;250;17.50;101.25;111.10
2014;250;17.50;101.25;111.05
2015;250;17.50;101.75;111.10
2016;250;17.50;101.75;111.05
2017;251;17.50;101.25;111.10
2018;251;17.50;101.25;111.05
2019;251;17.50;101.75;111.10
2020;251;17.50;101.75;111.05
2021;251;18.00;101.25;111.10
2022;251;18.00;101.25;111.05
2023;251;18.00;101.75;111.10
2024;251;18.00;101.75;111.05
2025;252;17.50;100.75;111.10
2026;252;17.50;100.75;111.05
2027;252;17.50;101.25;111.10
2028;252;17.50;101.25;111.05
2029;252;18.00;100.75;111.10
2030;252;18.00;100.75;111.05
2031;252;18.00;101.25;111.10
2032;252;18.00;101.25;111.05
2033;253;18.00;100.75;111.10
2034;253;18.00;100.75;111.05
2035;253;18.00;101.25;111.10
2036;253;18.00;101.25;111.05
2037;253;18.50;100.75;111.10
2038;253;18.50;100.75;111.05
2039;253;18.50;101.25;111.10
2040;253;18.50;101.25;111.05
2041;254;18.00;101.25;111.10
2042;254;18.00;101.25;111.05
2043;254;18.00;101.75;111.10
2044;254;18.00;101.75;111.05
2045;254;18.50;101.25;111.10
2046;254;18.50;101.25;111.05
2047;254;18.50;101.75;111.10
2048;254;18.50;101.75;111.05
2049;255;18.50;101.25;111.10
2050;255;18.50;101.25;111.05
2051;255;18.50;101.75;111.10
2052;255;18.50;101.75;111.05
2053;255;19.00;101.25;111.10
2054;255;19.00;101.25;111.05
2055;255;19.00;101.75;111.10
2056;255;19.00;101.75;111.05
2057;256;18.50;100.75;111.10
2058;256;18.50;100.75;111.05
2059;256;18.50;101.25;111.10
2060;256;18.50;101.25;111.05
2061;256;19.00;100.75;111.10
2062;256;19.00;100.75;111.05
2063;256;19.00;101.25;111.10
2064;256;19.00;101.25;111.05
2065;261;16.50;102.25;111.05
2066;261;16.50;102.25;111.00
2067;261;16.50;102.75;111.05
2068;261;16.50;102.75;111.00
2069;261;17.00;102.25;111.05
2070;261;17.00;102.25;111.00
2071;261;17.00;102.75;111.05
2072;261;17.00;102.75;111.00
2073;262;16.50;101.75;111.05
2074;262;16.50;101.75;111.00
2075;262;16.50;102.25;111.05
2076;262;16.50;102.25;111.00
2077;262;17.00;101.75;111.05
2078;262;17.00;101.75;111.00
2079;262;17.00;102.25;111.05
2080;262;17.00;102.25;111.00
2081;271;17.00;101.75;111.05
2082;271;17.00;101.75;111.00
2083;271;17.00;102.25;111.05
2084;271;17.00;102.25;111.00
2085;271;17.50;101.75;111.05
2086;271;17.50;101.75;111.00
2087;271;17.50;102.25;111.05
2088;271;17.50;102.25;111.00
2089;272;17.00;102.25;111.05
2090;272;17.00;102.25;111.00
2091;272;17.00;102.75;111.05
2092;272;17.00;102.75;111.00
2093;272;17.50;102.25;111.05
2094;272;17.50;102.25;111.00
2095;272;17.50;102.75;111.05
2096;272;17.50;102.75;111.00
2097;259;16.50;101.25;111.05
2098;259;16.50;101.25;111.00
2099;259;16.50;101.75;111.05
2100;259;16.50;101.75;111.00
2101;259;17.00;101.25;111.05
2102;259;17.00;101.25;111.00
2103;259;17.00;101.75;111.05
2104;259;17.00;101.75;111.00
2105;260;16.50;100.75;111.05
2106;260;16.50;100.75;111.00
2107;260;16.50;101.25;111.05
2108;260;16.50;101.25;111.00
2109;260;17.00;100.75;111.05
2110;260;17.00;100.75;111.00
2111;260;17.00;101.25;111.05
2112;260;17.00;101.25;111.00
2113;263;17.00;100.75;111.05
2114;263;17.00;100.75;111.00
2115;263;17.00;101.25;111.05
2116;263;17.00;101.25;111.00
2117;263;17.50;100.75;111.05
2118;263;17.50;100.75;111.00
2119;263;17.50;101.25;111.05
2120;263;17.50;101.25;111.00
2121;264;17.00;101.25;111.05
2122;264;17.00;101.25;111.00
2123;264;17.00;101.75;111.05
2124;264;17.00;101.75;111.00
2125;264;17.50;101.25;111.05
2126;264;17.50;101.25;111.00
2127;264;17.50;101.75;111.05
2128;264;17.50;101.75;111.00
2129;265;17.50;101.25;111.05
2130;265;17.50;101.25;111.00
2131;265;17.50;101.75;111.05
2132;265;17.50;101.75;111.00
2133;265;18.00;101.25;111.05
2134;265;18.00;101.25;111.00
2135;265;18.00;101.75;111.05
2136;265;18.00;101.75;111.00
2137;266;17.50;100.75;111.05
2138;266;17.50;100.75;111.00
2139;266;17.50;101.25;111.05
2140;266;17.50;101.25;111.00
2141;266;18.00;100.75;111.05
2142;266;18.00;100.75;111.00
2143;266;18.00;101.25;111.05
2144;266;18.00;101.25;111.00
2145;267;18.00;100.75;111.05
2146;267;18.00;100.75;111.00
2147;267;18.00;101.25;111.05
2148;267;18.00;101.25;111.00
2149;267;18.50;100.75;111.05
2150;267;18.50;100.75;111.00
2151;267;18.50;101.25;111.05
2152;267;18.50;101.25;111.00
2153;268;18.00;101.25;111.05
2154;268;18.00;101.25;111.00
2155;268;18.00;101.75;111.05
2156;268;18.00;101.75;111.00
2157;268;18.50;101.25;111.05
2158;268;18.50;101.25;111.00
2159;268;18.50;101.75;111.05
2160;268;18.50;101.75;111.00
2161;269;18.50;101.25;111.05
2162;269;18.50;101.25;111.00
2163;269;18.50;101.75;111.05
2164;269;18.50;101.75;111.00
2165;269;19.00;101.25;111.05
2166;269;19.00;101.25;111.00
2167;269;19.00;101.75;111.05
2168;269;19.00;101.75;111.00
2169;270;18.50;100.75;111.05
2170;270;18.50;100.75;111.00
2171;270;18.50;101.25;111.05
2172;270;18.50;101.25;111.00
2173;270;19.00;100.75;111.05
2174;270;19.00;100.75;111.00
2175;270;19.00;101.25;111.05
2176;270;19.00;101.25;111.00
2177;275;16.50;102.25;111.00
2178;275;16.50;102.25;110.95
2179;275;16.50;102.75;111.00
2180;275;16.50;102.75;110.95
2181;275;17.00;102.25;111.00
2182;275;17.00;102.25;110.95
2183;275;17.00;102.75;111.00
2184;275;17.00;102.75;110.95
2185;276;16.50;101.75;111.00
2186;276;16.50;101.75;110.95
2187;276;16.50;102.25;111.00
2188;276;16.50;102.25;110.95
2189;276;17.00;101.75;111.00
2190;276;17.00;101.75;110.95
2191;276;17.00;102.25;111.00
2192;276;17.00;102.25;110.95
2193;285;17.00;101.75;111.00
2194;285;17.00;101.75;110.95
2195;285;17.00;102.25;111.00
2196;285;17.00;102.25;110.95
2197;285;17.50;101.75;111.00
2198;285;17.50;101.75;110.95
2199;285;17.50;102.25;111.00
2200;285;17.50;102.25;110.95
2201;286;17.00;102.25;111.00
2202;286;17.00;102.25;110.95
2203;286;17.00;102.75;111.00
2204;286;17.00;102.75;110.95
2205;286;17.50;102.25;111.00
2206;286;17.50;102.25;110.95
2207;286;17.50;102.75;111.00
2208;286;17.50;102.75;110.95
2209;273;16.50;101.25;111.00
2210;273;16.50;101.25;110.95
2211;273;16.50;101.75;111.00
2212;273;16.50;101.75;110.95
2213;273;17.00;101.25;111.00
2214;273;17.00;101.25;110.95
2215;273;17.00;101.75;111.00
2216;273;17.00;101.75;110.95
2217;274;16.50;100.75;111.00
2218;274;16.50;100.75;110.95
2219;274;16.50;101.25;111.00
2220;274;16.50;101.25;110.95
2221;274;17.00;100.75;111.00
2222;274;17.00;100.75;110.95
2223;274;17.00;101.25;111.00
2224;274;17.00;101.25;110.95
2225;277;17.00;100.75;111.00
2226;277;17.00;100.75;110.95
2227;277;17.00;101.25;111.00
2228;277;17.00;101.25;110.95
2229;277;17.50;100.75;111.00
2230;277;17.50;100.75;110.95
2231;277;17.50;101.25;111.00
2232;277;17.50;101.25;110.95
2233;278;17.00;101.25;111.00
2234;278;17.00;101.25;110.95
2235;278;17.00;101.75;111.00
2236;278;17.00;101.75;110.95
2237;278;17.50;101.25;111.00
2238;278;17.50;101.25;110.95
2239;278;17.50;101.75;111.00
2240;278;17.50;101.75;110.95
2241;279;17.50;101.25;111.00
2242;279;17.50;101.25;110.95
2243;279;17.50;101.75;111.00
2244;279;17.50;101.75;110.95
2245;279;18.00;101.25;111.00
2246;279;18.00;101.25;110.95
2247;279;18.00;101.75;111.00
2248;279;18.00;101.75;110.95
2249;280;17.50;100.75;111.00
2250;280;17.50;100.75;110.95
2251;280;17.50;101.25;111.00
2252;280;17.50;101.25;110.95
2253;280;18.00;100.75;111.00
2254;280;18.00;100.75;110.95
2255;280;18.00;101.25;111.00
2256;280;18.00;101.25;110.95
2257;281;18.00;100.75;111.00
2258;281;18.00;100.75;110.95
2259;281;18.00;101.25;111.00
2260;281;18.00;101.25;110.95
2261;281;18.50;100.75;111.00
2262;281;18.50;100.75;110.95
2263;281;18.50;101.25;111.00
2264;281;18.50;101.25;110.95
2265;282;18.00;101.25;111.00
2266;282;18.00;101.25;110.95
2267;282;18.00;101.75;111.00
2268;282;18.00;101.75;110.95
2269;282;18.50;101.25;111.00
2270;282;18.50;101.25;110.95
2271;282;18.50;101.75;111.00
2272;282;18.50;101.75;110.95
2273;283;18.50;101.25;111.00
2274;283;18.50;101.25;110.95
2275;283;18.50;101.75;111.00
2276;283;18.50;101.75;110.95
2277;283;19.00;101.25;111.00
2278;283;19.00;101.25;110.95
2279;283;19.00;101.75;111.00
2280;283;19.00;101.75;110.95
2281;284;18.50;100.75;111.00
2282;284;18.50;100.75;110.95
2283;284;18.50;101.25;111.00
2284;284;18.50;101.25;110.95
2285;284;19.00;100.75;111.00
2286;284;19.00;100.75;110.95
2287;284;19.00;101.25;111.00
2288;284;19.00;101.25;110.95
2289;289;16.50;102.25;110.95
2290;289;16.50;102.25;110.90
2291;289;16.50;102.75;110.95
2292;289;16.50;102.75;110.90
2293;289;17.00;102.25;110.95
2294;289;17.00;102.25;110.90
2295;289;17.00;102.75;110.95
2296;289;17.00;102.75;110.90
2297;290;16.50;101.75;110.95
2298;290;16.50;101.75;110.90
2299;290;16.50;102.25;110.95
2300;290;16.50;102.25;110.90
2301;290;17.00;101.75;110.95
2302;290;17.00;101.75;110.90
2303;290;17.00;102.25;110.95
2304;290;17.00;102.25;110.90
2305;299;17.00;101.75;110.95
2306;299;17.00;101.75;110.90
2307;299;17.00;102.25;110.95
2308;299;17.00;102.25;110.90
2309;299;17.50;101.75;110.95
2310;299;17.50;101.75;110.90
2311;299;17.50;102.25;110.95
2312;299;17.50;102.25;110.90
2313;300;17.00;102.25;110.95
2314;300;17.00;102.25;110.90
2315;300;17.00;102.75;110.95
2316;300;17.00;102.75;110.90
2317;300;17.50;102.25;110.95
2318;300;17.50;102.25;110.90
2319;300;17.50;102.75;110.95
2320;300;17.50;102.75;110.90
2321;287;16.50;101.25;110.95
2322;287;16.50;101.25;110.90
2323;287;16.50;101.75;110.95
2324;287;16.50;101.75;110.90
2325;287;17.00;101.25;110.95
2326;287;17.00;101.25;110.90
2327;287;17.00;101.75;110.95
2328;287;17.00;101.75;110.90
2329;288;16.50;100.75;110.95
2330;288;16.50;100.75;110.90
2331;288;16.50;101.25;110.95
2332;288;16.50;101.25;110.90
2333;288;17.00;100.75;110.95
2334;288;17.00;100.75;110.90
2335;288;17.00;101.25;110.95
2336;288;17.00;101.25;110.90
2337;291;17.00;100.75;110.95
2338;291;17.00;100.75;110.90
2339;291;17.00;101.25;110.95
2340;291;17.00;101.25;110.90
2341;291;17.50;100.75;110.95
2342;291;17.50;100.75;110.90
2343;291;17.50;101.25;110.95
2344;291;17.50;101.25;110.90
2345;292;17.00;101.25;110.95
2346;292;17.00;101.25;110.90
2347;292;17.00;101.75;110.95
2348;292;17.00;101.75;110.90
2349;292;17.50;101.25;110.95
2350;292;17.50;101.25;110.90
2351;292;17.50;101.75;110.95
2352;292;17.50;101.75;110.90
2353;293;17.50;101.25;110.95
2354;293;17.50;101.25;110.90
2355;293;17.50;101.75;110.95
2356;293;17.50;101.75;110.90
2357;293;18.00;101.25;110.95
2358;293;18.00;101.25;110.90
2359;293;18.00;101.75;110.95
2360;293;18.00;101.75;110.90
2361;294;17.50;100.75;110.95
2362;294;17.50;100.75;110.90
2363;294;17.50;101.25;110.95
2364;294;17.50;101.25;110.90
2365;294;18.00;100.75;110.95
2366;294;18.00;100.75;110.90
2367;294;18.00;101.25;110.95
2368;294;18.00;101.25;110.90
2369;295;18.00;100.75;110.95
2370;295;18.00;100.75;110.90
2371;295;18.00;101.25;110.95
2372;295;18.00;101.25;110.90
2373;295;18.50;100.75;110.95
2374;295;18.50;100.75;110.90
2375;295;18.50;101.25;110.95
2376;295;18.50;101.25;110.90
2377;296;18.00;101.25;110.95
2378;296;18.00;101.25;110.90
2379;296;18.00;101.75;110.95
2380;296;18.00;101.75;110.90
2381;296;18.50;101.25;110.95
2382;296;18.50;101.25;110.90
2383;296;18.50;101.75;110.95
2384;296;18.50;101.75;110.90
2385;297;18.50;101.25;110.95
2386;297;18.50;101.25;110.90
2387;297;18.50;101.75;110.95
2388;297;18.50;101.75;110.90
2389;297;19.00;101.25;110.95
2390;297;19.00;101.25;110.90
2391;297;19.00;101.75;110.95
2392;297;19.00;101.75;110.90
2393;298;18.50;100.75;110.95
2394;298;18.50;100.75;110.90
2395;298;18.50;101.25;110.95
2396;298;18.50;101.25;110.90
2397;298;19.00;100.75;110.95
2398;298;19.00;100.75;110.90
2399;298;19.00;101.25;110.95
2400;298;19.00;101.25;110.90
2401;303;16.50;102.25;110.90
2402;303;16.50;102.25;110.85
2403;303;16.50;102.75;110.90
2404;303;16.50;102.75;110.85
2405;303;17.00;102.25;110.90
2406;303;17.00;102.25;110.85
2407;303;17.00;102.75;110.90
2408;303;17.00;102.75;110.85
2409;304;16.50;101.75;110.90
2410;304;16.50;101.75;110.85
2411;304;16.50;102.25;110.90
2412;304;16.50;102.25;110.85
2413;304;17.00;101.75;110.90
2414;304;17.00;101.75;110.85
2415;304;17.00;102.25;110.90
2416;304;17.00;102.25;110.85
2417;313;17.00;101.75;110.90
2418;313;17.00;101.75;110.85
2419;313;17.00;102.25;110.90
2420;313;17.00;102.25;110.85
2421;313;17.50;101.75;110.90
2422;313;17.50;101.75;110.85
2423;313;17.50;102.25;110.90
2424;313;17.50;102.25;110.85
2425;314;17.00;102.25;110.90
2426;314;17.00;102.25;110.85
2427;314;17.00;102.75;110.90
2428;314;17.00;102.75;110.85
2429;314;17.50;102.25;110.90
2430;314;17.50;102.25;110.85
2431;314;17.50;102.75;110.90
2432;314;17.50;102.75;110.85
2433;301;16.50;101.25;110.90
2434;301;16.50;101.25;110.85
2435;301;16.50;101.75;110.90
2436;301;16.50;101.75;110.85
2437;301;17.00;101.25;110.90
2438;301;17.00;101.25;110.85
2439;301;17.00;101.75;110.90
2440;301;17.00;101.75;110.85
2441;302;16.50;100.75;110.90
2442;302;16.50;100.75;110.85
2443;302;16.50;101.25;110.90
2444;302;16.50;101.25;110.85
2445;302;17.00;100.75;110.90
2446;302;17.00;100.75;110.85
2447;302;17.00;101.25;110.90
2448;302;17.00;101.25;110.85
2449;305;17.00;100.75;110.90
2450;305;17.00;100.75;110.85
2451;305;17.00;101.25;110.90
2452;305;17.00;101.25;110.85
2453;305;17.50;100.75;110.90
2454;305;17.50;100.75;110.85
2455;305;17.50;101.25;110.90
2456;305;17.50;101.25;110.85
2457;306;17.00;101.25;110.90
2458;306;17.00;101.25;110.85
2459;306;17.00;101.75;110.90
2460;306;17.00;101.75;110.85
2461;306;17.50;101.25;110.90
2462;306;17.50;101.25;110.85
2463;306;17.50;101.75;110.90
2464;306;17.50;101.75;110.85
2465;307;17.50;101.25;110.90
2466;307;17.50;101.25;110.85
2467;307;17.50;101.75;110.90
2468;307;17.50;101.75;110.85
2469;307;18.00;101.25;110.90
2470;307;18.00;101.25;110.85
2471;307;18.00;101.75;110.90
2472;307;18.00;101.75;110.85
2473;308;17.50;100.75;110.90
2474;308;17.50;100.75;110.85
2475;308;17.50;101.25;110.90
2476;308;17.50;101.25;110.85
2477;308;18.00;100.75;110.90
2478;308;18.00;100.75;110.85
2479;308;18.00;101.25;110.90
2480;308;18.00;101.25;110.85
2481;309;18.00;100.75;110.90
2482;309;18.00;100.75;110.85
2483;309;18.00;101.25;110.90
2484;309;18.00;101.25;110.85
2485;309;18.50;100.75;110.90
2486;309;18.50;100.75;110.85
2487;309;18.50;101.25;110.90
2488;309;18.50;101.25;110.85
2489;310;18.00;101.25;110.90
2490;310;18.00;101.25;110.85
2491;310;18.00;101.75;110.90
2492;310;18.00;101.75;110.85
2493;310;18.50;101.25;110.90
2494;310;18.50;101.25;110.85
2495;310;18.50;101.75;110.90
2496;310;18.50;101.75;110.85
2497;311;18.50;101.25;110.90
2498;311;18.50;101.25;110.85
2499;311;18.50;101.75;110.90
2500;311;18.50;101.75;110.85
2501;311;19.00;101.25;110.90
2502;311;19.00;101.25;110.85
2503;311;19.00;101.75;110.90
2504;311;19.00;101.75;110.85
2505;312;18.50;100.75;110.90
2506;312;18.50;100.75;110.85
2507;312;18.50;101.25;110.90
2508;312;18.50;101.25;110.85
2509;312;19.00;100.75;110.90
2510;312;19.00;100.75;110.85
2511;312;19.00;101.25;110.90
2512;312;19.00;101.25;110.85
2513;317;16.50;102.25;110.85
2514;317;16.50;102.25;110.80
2515;317;16.50;102.75;110.85
2516;317;16.50;102.75;110.80
2517;317;17.00;102.25;110.85
2518;317;17.00;102.25;110.80
2519;317;17.00;102.75;110.85
2520;317;17.00;102.75;110.80
2521;318;16.50;101.75;110.85
